lambda,regularizer,val_acc,val_recall,val_pre,val_f1,train_acc
2.874861,,,,,,
1.430271,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9925093632958801
2.191051,,,,,,
7.629831,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
2.748181,l1,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.9812734082397003
0.058721,l1,0.8696969696969697,0.8696969696969696,0.8690275181410682,0.8688970660801646,1.0
6.286001,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
1.185611,,,,,,
7.392811,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
6.731831,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
7.156381,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
9.740061,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9637952559300874
8.746301,,,,,,
5.626381,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
6.968021,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
3.458081,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
1.034471,l2,0.8727272727272727,0.8727272727272727,0.8724213075060533,0.871561787351261,0.9937578027465668
6.352441,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
4.521671,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9737827715355806
3.637311,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
6.845751,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
5.397181,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
0.191321,,,,,,
6.963151,,,,,,
2.342941,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9812734082397003
3.684661,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
7.676121,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
5.849631,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
2.406321,,,,,,
2.060441,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9837702871410736
7.885591,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9675405742821473
0.948571,,,,,,
2.213761,,,,,,
3.348101,,,,,,
6.415331,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
6.337031,,,,,,
8.437481,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
6.881501,,,,,,
5.889821,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
0.067601,l1,0.8696969696969697,0.8696969696969696,0.8690275181410682,0.8688970660801646,1.0
1.738351,l2,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9900124843945068
6.129341,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
2.748011,,,,,,
7.104351,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
6.509181,,,,,,
8.721391,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
9.835091,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9637952559300874
7.022681,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
6.585181,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
8.752581,,,,,,
6.455711,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
0.112621,,,,,,
5.993751,,,,,,
9.748781,,,,,,
7.687251,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
2.831341,l1,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.9800249687890137
8.828891,,,,,,
5.128181,,,,,,
1.217061,,,,,,
2.976271,l1,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.978776529338327
0.174921,l2,0.8696969696969697,0.8696969696969696,0.8692100201976332,0.8689448454095682,1.0
4.695341,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9737827715355806
3.547711,,,,,,
0.681341,l1,0.8757575757575757,0.8757575757575758,0.8752376436586963,0.8752471650556465,0.9975031210986267
9.529541,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
0.414381,l2,0.8757575757575757,0.8757575757575758,0.8752376436586963,0.8752471650556465,0.9987515605493134
2.887191,,,,,,
0.350581,l1,0.8727272727272727,0.8727272727272727,0.8722066548153505,0.8720987236655185,0.9987515605493134
9.825761,,,,,,
8.346861,,,,,,
1.790321,l2,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9887640449438202
9.391011,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
7.457991,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
7.467461,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
7.690851,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
3.676401,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
2.638881,l1,0.8757575757575757,0.8757575757575756,0.8755646063919263,0.8747862558113023,0.9812734082397003
5.575641,,,,,,
1.240531,l2,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9937578027465668
8.002451,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
7.579991,,,,,,
1.700611,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9900124843945068
5.247621,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
7.932621,,,,,,
4.873431,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9712858926342073
7.049731,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
8.311271,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
7.967911,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9675405742821473
0.190411,l1,0.8696969696969697,0.8696969696969696,0.8690275181410682,0.8688970660801646,0.9987515605493134
5.751621,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
1.258541,,,,,,
7.301971,,,,,,
8.243131,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
7.837271,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9675405742821473
9.564521,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
9.489221,,,,,,
9.173851,,,,,,
2.814061,,,,,,
6.540581,,,,,,
3.126991,l2,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.978776529338327
1.922171,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9875156054931336
0.955201,,,,,,
3.868951,,,,,,
8.950621,,,,,,
1.820511,l2,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9887640449438202
2.003761,,,,,,
7.139061,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
5.173271,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9700374531835206
7.873631,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9675405742821473
0.821211,l2,0.8757575757575757,0.8757575757575756,0.8753198293707166,0.8750245883707769,0.9962546816479401
7.287851,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
1.150371,,,,,,
1.223281,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9937578027465668
1.831781,l2,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9887640449438202
9.057971,,,,,,
8.774601,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
3.898911,,,,,,
8.985111,,,,,,
8.623661,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
9.937401,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9637952559300874
8.228661,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
3.175611,,,,,,
5.104681,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9700374531835206
2.752211,l1,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.9812734082397003
9.072441,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
0.842311,l2,0.8757575757575757,0.8757575757575756,0.8753198293707166,0.8750245883707769,0.9962546816479401
4.777661,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9725343320848939
2.879881,,,,,,
0.706411,l2,0.8757575757575757,0.8757575757575758,0.8752376436586963,0.8752471650556465,0.9975031210986267
9.692341,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9637952559300874
5.139651,l2,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9700374531835206
5.575781,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
3.459061,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
2.016561,,,,,,
5.619751,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
4.931321,,,,,,
2.143991,,,,,,
5.766691,,,,,,
