lambda,regularizer,val_acc,val_recall,val_pre,val_f1,train_acc
5.774421,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
0.166231,,,,,,
3.154841,l2,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.978776529338327
6.981681,,,,,,
4.335021,,,,,,
9.332471,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
6.554851,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
9.917051,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9637952559300874
7.607161,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.968789013732834
6.856481,l1,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
3.838431,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9737827715355806
0.037331,l2,0.8727272727272727,0.8727272727272727,0.8719693777215901,0.8721221795369255,1.0
6.333481,,,,,,
8.988951,,,,,,
0.555071,l2,0.8757575757575757,0.8757575757575758,0.8752376436586963,0.8752471650556465,0.9987515605493134
6.174081,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.9700374531835206
3.595651,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
7.356511,l2,0.8727272727272727,0.8727272727272727,0.8728458049886622,0.871286922373879,0.968789013732834
8.981381,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
8.312651,,,,,,
2.411141,l1,0.8787878787878788,0.8787878787878788,0.8784802902449962,0.8779481563026034,0.9812734082397003
2.296411,l2,0.8757575757575757,0.8757575757575756,0.8755646063919263,0.8747862558113023,0.9812734082397003
9.640741,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
9.467421,l1,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9650436953807741
5.063291,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9700374531835206
0.627601,,,,,,
3.710971,l1,0.8757575757575757,0.8757575757575758,0.875973700973701,0.8745320188852292,0.9750312109862672
9.906601,,,,,,
8.988141,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9662921348314607
2.705621,l1,0.8787878787878788,0.8787878787878788,0.8788157064627654,0.877704040971444,0.9812734082397003
8.009781,l2,0.8757575757575757,0.8757575757575758,0.8756967433438022,0.8744769089517423,0.9675405742821473
