lambda,regularizer,num_estimators,learning_rate,val_acc,val_recall,val_pre,val_f1,train_acc
5.472551,l2,360,24.2,0.35454545454545455,0.35454545454545455,0.44685242518059853,0.2092470868452393,0.36329588014981273
7.569811,l2,185,34.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.103671,l2,285,15.2,0.5454545454545454,0.5454545454545454,0.7179617469251616,0.5114466332837734,0.5580524344569289
1.491341,,35,0.2,,,,,
8.358521,,385,33.2,,,,,
0.706241,l2,435,19.2,0.5878787878787879,0.5878787878787879,0.7242230324676936,0.4738380622001312,0.5892634207240949
4.992721,,360,38.2,,,,,
7.788141,,235,27.2,,,,,
4.539551,l1,460,15.2,0.4727272727272727,0.4727272727272727,0.49733055154335853,0.3908506867523261,0.4519350811485643
2.049201,,260,15.2,,,,,
2.589001,,435,35.2,,,,,
6.663371,l2,260,17.2,0.6515151515151515,0.6515151515151515,0.4509115428164319,0.5280804993677476,0.6491885143570537
4.408071,l1,135,18.2,0.5666666666666667,0.5666666666666667,0.5605868118572293,0.5631408905745189,0.5243445692883895
7.958791,,310,32.2,,,,,
8.654501,,410,25.2,,,,,
4.900891,,435,37.2,,,,,
6.519941,l2,285,24.2,0.3939393939393939,0.393939393939394,0.42207792207792205,0.2764486975013291,0.37453183520599254
6.528771,,135,4.2,,,,,
7.429671,l2,360,25.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
7.149001,l2,10,24.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
8.661971,,310,8.2,,,,,
4.775371,l1,110,23.2,0.5666666666666667,0.5666666666666667,0.5803658706884512,0.571020192657577,0.5230961298377028
1.195771,l2,360,17.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
4.462261,,335,28.2,,,,,
0.478781,l1,310,22.2,0.7090909090909091,0.709090909090909,0.7121339978944597,0.7001385040219992,0.6991260923845194
2.197481,l2,410,38.2,0.24848484848484848,0.2484848484848485,0.16563786008230452,0.19875864014670616,0.26092384519350814
8.563751,l1,360,24.2,0.5181818181818182,0.5181818181818182,0.5179063360881543,0.5075130183825836,0.5268414481897628
9.355661,,385,16.2,,,,,
9.876421,l2,135,26.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.511821,,135,36.2,,,,,
4.152781,,285,10.2,,,,,
7.832871,l1,135,3.2,0.4,0.39999999999999997,0.533223779784871,0.39991946934537054,0.3857677902621723
7.275361,,385,10.2,,,,,
9.744121,l1,35,15.2,0.6121212121212121,0.6121212121212122,0.4241951219512195,0.4937971406056512,0.6129837702871411
7.006521,,110,32.2,,,,,
2.034511,l1,60,13.2,0.6151515151515151,0.6151515151515151,0.6177368927368928,0.5441057441057441,0.5855181023720349
3.220731,l1,35,22.2,0.4575757575757576,0.4575757575757576,0.5120484914594541,0.4429662738677851,0.418227215980025
7.809071,,360,8.2,,,,,
8.816641,l1,85,1.2,0.8363636363636363,0.8363636363636363,0.8351699676920915,0.8355533758808344,0.8514357053682896
8.455821,,285,10.2,,,,,
4.798231,l2,85,9.2,0.38181818181818183,0.38181818181818183,0.2807366189719131,0.2546980478014961,0.37702871410736577
2.018241,,310,12.2,,,,,
1.689381,l1,435,36.2,0.23333333333333334,0.2333333333333333,0.15508574807806033,0.18605103194797853,0.24094881398252185
6.279611,l1,460,29.2,0.2696969696969697,0.2696969696969697,0.30327104209924466,0.20750173592195165,0.2759051186017478
7.461471,,260,17.2,,,,,
2.335151,l2,210,12.2,0.46060606060606063,0.46060606060606063,0.317122741980066,0.3504932197404005,0.45068664169787764
1.250281,l2,385,23.2,0.4696969696969697,0.4696969696969697,0.4153895057103285,0.37354089715339533,0.48064918851435706
3.924201,,110,15.2,,,,,
1.069131,l1,235,4.2,0.8303030303030303,0.8303030303030302,0.8313682179092421,0.8300539451873562,0.8289637952559301
2.503331,l1,285,5.2,0.6303030303030303,0.6303030303030304,0.5905082773268161,0.5566436981290258,0.6554307116104869
4.458911,l2,60,9.2,0.37575757575757573,0.37575757575757573,0.44936708860759494,0.24741279216517745,0.37952559300873906
7.152701,l2,85,30.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
9.444421,l2,410,18.2,0.6484848484848484,0.6484848484848484,0.4458479886035576,0.5247212980407353,0.6441947565543071
7.415631,l1,410,34.2,0.31212121212121213,0.31212121212121213,0.47146629388008704,0.21413712465452783,0.3196004993757803
6.811481,,110,25.2,,,,,
2.874861,,160,17.2,,,,,
1.430271,l1,260,29.2,0.2515151515151515,0.2515151515151515,0.1676219870664315,0.20115672168147836,0.264669163545568
2.191051,,85,35.2,,,,,
7.629831,l2,185,19.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.748181,l1,360,27.2,0.4303030303030303,0.43030303030303035,0.4873781910818948,0.38494802489353014,0.42946317103620474
0.058721,l1,185,0.2,0.9030303030303031,0.903030303030303,0.9029405330376203,0.9023805718662082,0.9101123595505618
6.286001,l1,185,15.2,0.3878787878787879,0.3878787878787879,0.36129531802230463,0.3432738507927709,0.3882646691635456
1.185611,,60,1.2,,,,,
7.392811,l1,310,29.2,0.31212121212121213,0.31212121212121213,0.47146629388008704,0.21413712465452783,0.32209737827715357
6.731831,l1,85,39.2,0.2696969696969697,0.2696969696969697,0.3150637175229077,0.20735617718905217,0.27715355805243447
7.156381,l2,385,39.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
9.740061,l1,110,27.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
8.746301,,260,31.2,,,,,
5.626381,l2,185,36.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
6.968021,l2,110,16.2,0.3393939393939394,0.33939393939393936,0.2242798353909465,0.18046506700566767,0.3408239700374532
3.458081,l2,210,0.2,0.8818181818181818,0.8818181818181818,0.8823874801500448,0.8819387297801086,0.9051186017478152
1.034471,l2,260,13.2,0.5454545454545454,0.5454545454545454,0.45249999999999996,0.4576023391812865,0.5642946317103621
6.352441,l1,235,27.2,0.2696969696969697,0.2696969696969697,0.30327104209924466,0.20750173592195165,0.27340823970037453
4.521671,l1,310,8.2,0.6181818181818182,0.6181818181818182,0.5056224977149552,0.5035302861389818,0.6242197253433208
3.637311,l2,10,5.2,0.33636363636363636,0.33636363636363636,0.44478216818642347,0.17305232339400908,0.33458177278401996
6.845751,l1,335,27.2,0.2696969696969697,0.2696969696969697,0.3150637175229077,0.20735617718905217,0.2784019975031211
5.397181,l1,35,19.2,0.37272727272727274,0.37272727272727274,0.42052602052602056,0.3130403555774964,0.34831460674157305
0.191321,,260,20.2,,,,,
6.963151,,285,19.2,,,,,
2.342941,l1,360,18.2,0.4818181818181818,0.48181818181818176,0.6469917732183567,0.3845468470305558,0.48564294631710364
3.684661,l1,310,8.2,0.46060606060606063,0.46060606060606063,0.6238062582545972,0.35914131953735917,0.4556803995006242
7.676121,l2,60,28.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
5.849631,l2,135,37.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.406321,,485,7.2,,,,,
2.060441,l1,110,17.2,0.4636363636363636,0.4636363636363636,0.5664053183121464,0.3830898322356819,0.4706616729088639
7.885591,l2,285,8.2,0.5606060606060606,0.5606060606060606,0.40343915343915343,0.4629529670013315,0.5605493133583022
0.948571,,235,1.2,,,,,
2.213761,,85,27.2,,,,,
3.348101,,160,25.2,,,,,
6.415331,l2,460,13.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
6.337031,,10,4.2,,,,,
8.437481,l2,160,30.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
6.881501,,10,1.2,,,,,
5.889821,l2,410,22.2,0.7151515151515152,0.7151515151515152,0.7902661281971627,0.7088206334184136,0.7128589263420724
0.067601,l1,135,7.2,0.7090909090909091,0.709090909090909,0.7357374768089054,0.7146380522364776,0.731585518102372
1.738351,l2,410,11.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
6.129341,l1,60,8.2,0.6181818181818182,0.6181818181818182,0.42090567570311704,0.4964820172149005,0.6142322097378277
2.748011,,385,11.2,,,,,
7.104351,l1,260,33.2,0.31212121212121213,0.31212121212121213,0.47146629388008704,0.21413712465452783,0.3196004993757803
6.509181,,360,7.2,,,,,
8.721391,l1,285,7.2,0.6666666666666666,0.6666666666666666,0.6634315948601662,0.6540903949678448,0.6754057428214731
9.835091,l1,110,22.2,0.5484848484848485,0.5484848484848485,0.5616858237547893,0.5513025533409937,0.5518102372034956
7.022681,l1,235,7.2,0.35454545454545455,0.35454545454545455,0.4209500177242113,0.3266161547005036,0.3620474406991261
6.585181,l2,310,0.2,0.8878787878787879,0.8878787878787878,0.8874745656656561,0.8864727043863225,0.9001248439450686
8.752581,,10,8.2,,,,,
6.455711,l1,260,24.2,0.503030303030303,0.503030303030303,0.5069518797447298,0.5045954078844267,0.48064918851435706
0.112621,,35,36.2,,,,,
5.993751,,210,28.2,,,,,
9.748781,,60,22.2,,,,,
7.687251,l2,410,23.2,0.5,0.5,0.4453044061185935,0.41219583699794776,0.5181023720349563
2.831341,l1,135,19.2,0.4636363636363636,0.4636363636363636,0.5474857911406135,0.3882018711225134,0.44569288389513106
8.828891,,35,8.2,,,,,
5.128181,,385,27.2,,,,,
1.217061,,135,10.2,,,,,
2.976271,l1,160,34.2,0.23636363636363636,0.23636363636363633,0.27326538196103417,0.19291461403447666,0.250936329588015
0.174921,l2,285,31.2,0.2545454545454545,0.2545454545454546,0.1647891857096878,0.1899955808350796,0.2908863920099875
4.695341,l2,485,38.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.547711,,85,31.2,,,,,
0.681341,l1,85,35.2,0.24848484848484848,0.2484848484848485,0.16563192633138632,0.1987631301710724,0.2571785268414482
9.529541,l1,235,14.2,0.5,0.5,0.4752172665509209,0.44519037603097594,0.484394506866417
0.414381,l2,35,11.2,0.5878787878787879,0.5878787878787879,0.39341373833631127,0.46986607142857145,0.6004993757802747
2.887191,,185,34.2,,,,,
0.350581,l1,35,3.2,0.6909090909090909,0.6909090909090909,0.6969285503768262,0.6878465569848654,0.7215980024968789
9.825761,,210,0.2,,,,,
8.346861,,110,20.2,,,,,
1.790321,l2,285,12.2,0.6909090909090909,0.6909090909090909,0.7974172348135863,0.6824357685663136,0.6766541822721598
9.391011,l2,410,14.2,0.3333333333333333,0.3333333333333333,0.11178861788617887,0.167427701674277,0.3358302122347066
7.457991,l2,285,13.2,0.5606060606060606,0.5606060606060607,0.40528760830984445,0.46348588120740014,0.5617977528089888
7.467461,l1,10,13.2,0.16363636363636364,0.16363636363636364,0.2155950875925591,0.16024702345860733,0.19350811485642946
7.690851,l2,110,11.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.676401,l1,110,22.2,0.3787878787878788,0.37878787878787873,0.4697137737633721,0.3298711182773942,0.3857677902621723
2.638881,l1,185,11.2,0.6212121212121212,0.6212121212121212,0.7468402331037615,0.5099134621232856,0.6054931335830213
5.575641,,185,27.2,,,,,
1.240531,l2,435,9.2,0.5848484848484848,0.5848484848484848,0.3888480392156863,0.4670194003527337,0.5930087390761548
8.002451,l1,335,17.2,0.44545454545454544,0.4454545454545454,0.6096899224806202,0.34298355583279333,0.4369538077403246
7.579991,,485,36.2,,,,,
1.700611,l1,385,36.2,0.23636363636363636,0.23636363636363636,0.15699187292660968,0.18834488945454222,0.24094881398252185
5.247621,l2,360,38.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
7.932621,,335,5.2,,,,,
4.873431,l2,35,28.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
7.049731,l1,335,21.2,0.4303030303030303,0.43030303030303035,0.38483660130718955,0.35622710622710624,0.42696629213483145
8.311271,l1,110,13.2,0.6121212121212121,0.6121212121212122,0.5909757393255467,0.5748067661696368,0.6279650436953808
7.967911,l2,285,12.2,0.5606060606060606,0.5606060606060606,0.40343915343915343,0.4629529670013315,0.5605493133583022
0.190411,l1,485,25.2,0.5212121212121212,0.5212121212121211,0.5167860536382347,0.5058773044717206,0.5343320848938826
5.751621,l1,285,18.2,0.4696969696969697,0.4696969696969697,0.4466002996683725,0.4416884193899631,0.45692883895131087
1.258541,,410,2.2,,,,,
7.301971,,10,35.2,,,,,
8.243131,l1,210,11.2,0.4727272727272727,0.4727272727272727,0.4738695937090433,0.4732815006787609,0.4794007490636704
7.837271,l2,235,14.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
9.564521,l2,60,18.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3358302122347066
9.489221,,260,2.2,,,,,
9.173851,,285,16.2,,,,,
2.814061,,435,7.2,,,,,
6.540581,,335,28.2,,,,,
3.126991,l2,110,22.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
1.922171,l1,310,38.2,0.24242424242424243,0.24242424242424243,0.16088621240846065,0.19286153791671645,0.2421972534332085
0.955201,,60,39.2,,,,,
3.868951,,385,28.2,,,,,
8.950621,,285,33.2,,,,,
1.820511,l2,360,28.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.003761,,110,3.2,,,,,
7.139061,l1,385,27.2,0.31212121212121213,0.31212121212121213,0.47146629388008704,0.21413712465452783,0.3196004993757803
5.173271,l1,360,24.2,0.509090909090909,0.5090909090909091,0.500807574491785,0.5033414043583535,0.4868913857677903
7.873631,l2,35,6.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
0.821211,l2,85,17.2,0.5060606060606061,0.506060606060606,0.36336826822739443,0.401253058114829,0.5230961298377028
7.287851,l2,460,5.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
1.150371,,60,12.2,,,,,
1.223281,l1,335,28.2,0.24848484848484848,0.2484848484848485,0.16563192633138632,0.1987631301710724,0.2596754057428215
1.831781,l2,10,34.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
9.057971,,260,31.2,,,,,
8.774601,l1,385,15.2,0.34545454545454546,0.34545454545454546,0.2735948886892283,0.29977865898646544,0.3732833957553059
3.898911,,385,11.2,,,,,
8.985111,,210,12.2,,,,,
8.623661,l1,460,5.2,0.603030303030303,0.603030303030303,0.5659007864658628,0.5459190598431105,0.5955056179775281
9.937401,l1,135,26.2,0.25757575757575757,0.25757575757575757,0.4839269257873909,0.16881052175169822,0.2696629213483146
8.228661,l1,335,31.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.175611,,285,0.2,,,,,
5.104681,l2,260,9.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.752211,l1,135,35.2,0.23636363636363636,0.23636363636363633,0.27326538196103417,0.19291461403447666,0.24968789013732834
9.072441,l2,135,31.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
0.842311,l2,110,9.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
4.777661,l1,360,36.2,0.26666666666666666,0.26666666666666666,0.30368303571428573,0.21586704133442555,0.26841448189762795
2.879881,,360,37.2,,,,,
0.706411,l2,285,32.2,0.32727272727272727,0.32727272727272727,0.10975609756097561,0.1643835616438356,0.3295880149812734
9.692341,l1,335,29.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
5.139651,l2,85,31.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
5.575781,l2,60,13.2,0.35454545454545455,0.35454545454545455,0.44685242518059853,0.2092470868452393,0.3620474406991261
3.459061,l1,60,23.2,0.42727272727272725,0.42727272727272725,0.5500068418171867,0.3925577166703927,0.39325842696629215
2.016561,,60,26.2,,,,,
5.619751,l1,185,6.2,0.6696969696969697,0.6696969696969696,0.7402702397105383,0.6032175474798426,0.6566791510611736
4.931321,,410,32.2,,,,,
2.143991,,35,33.2,,,,,
5.766691,,435,37.2,,,,,
