lambda,regularizer,num_estimators,learning_rate,val_acc,val_recall,val_pre,val_f1,train_acc
5.774421,l1,235,29.2,0.2696969696969697,0.2696969696969697,0.30327104209924466,0.20750173592195165,0.27340823970037453
0.166231,,160,20.2,,,,,
3.154841,l2,110,3.2,0.403030303030303,0.403030303030303,0.4268852459016394,0.2902870742228172,0.4132334581772784
6.981681,,160,37.2,,,,,
4.335021,,10,22.2,,,,,
9.332471,l2,10,0.2,0.8545454545454545,0.8545454545454545,0.8604151859748875,0.8499485627253076,0.8664169787765293
6.554851,l1,385,36.2,0.2696969696969697,0.2696969696969697,0.3150637175229077,0.20735617718905217,0.2784019975031211
9.917051,l2,285,8.2,0.5666666666666667,0.5666666666666667,0.4023569023569023,0.466155057064148,0.5593008739076155
7.607161,l1,485,14.2,0.4,0.39999999999999997,0.30094604293077576,0.3348508766525096,0.40324594257178525
6.856481,l1,435,30.2,0.2696969696969697,0.2696969696969697,0.3150637175229077,0.20735617718905217,0.2784019975031211
3.838431,l1,335,3.2,0.5151515151515151,0.5151515151515151,0.6409722222222222,0.4583147374988002,0.49563046192259674
0.037331,l2,235,30.2,0.17575757575757575,0.17575757575757578,0.11595085795512235,0.13854066216650596,0.18601747815230962
6.333481,,60,16.2,,,,,
8.988951,,260,38.2,,,,,
0.555071,l2,385,14.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
6.174081,l2,110,28.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
3.595651,l1,385,19.2,0.46060606060606063,0.46060606060606063,0.6238062582545972,0.35914131953735917,0.4556803995006242
7.356511,l2,335,16.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
8.981381,l1,385,28.2,0.2545454545454545,0.2545454545454545,0.48165869218500795,0.16722031911905333,0.264669163545568
8.312651,,35,4.2,,,,,
2.411141,l1,235,5.2,0.6818181818181818,0.6818181818181818,0.70032665033415,0.642050940176282,0.686641697877653
2.296411,l2,360,17.2,0.4575757575757576,0.4575757575757576,0.39471499723298287,0.3577277162615078,0.45068664169787764
9.640741,l2,335,22.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
9.467421,l1,360,9.2,0.6272727272727273,0.6272727272727273,0.7626984126984127,0.5226628170572231,0.6229712858926342
5.063291,l1,160,35.2,0.26666666666666666,0.26666666666666666,0.2933853950803103,0.20996694462692678,0.2696629213483146
0.627601,,360,3.2,,,,,
3.710971,l1,235,19.2,0.38181818181818183,0.38181818181818183,0.5007118623530837,0.3319166999197776,0.38701622971285893
9.906601,,435,19.2,,,,,
8.988141,l2,235,4.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
2.705621,l1,135,22.2,0.6242424242424243,0.6242424242424242,0.6831542868835686,0.5173302463144595,0.6079900124843945
8.009781,l2,485,12.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
5.811541,l2,360,27.2,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.3333333333333333
