,Criterion,Max Depth,Min Sample Leaf,Max Features,Boot Size,T Acc,V Acc,V Pred,V Rec,V F1
0,gini,11,6,log2,412,0.8002496878901373,0.7606060606060606,0.761055916,0.7606060606060606,0.7526028901063345
0,gini,14,14,log2,614,0.7715355805243446,0.7606060606060606,0.7576966596544911,0.7606060606060606,0.7520721736857933
0,gini,4,6,sqrt,560,0.7790262172284644,0.7606060606060606,0.770822335,0.7606060606060606,0.7624552798700591
0,entropy,15,2,log2,404,0.8039950062421972,0.7606060606060606,0.7594971094593737,0.7606060606060606,0.7582639258077855
0,entropy,15,2,log2,404,0.8039950062421972,0.7606060606060606,0.7594971094593737,0.7606060606060606,0.7582639258077855
0,entropy,7,13,sqrt,680,0.797752809,0.7606060606060606,0.7670687134502924,0.7606060606060606,0.7619856680536293
0,entropy,8,4,log2,563,0.8202247191011236,0.7606060606060606,0.763241631,0.7606060606060606,0.7597454745229376
0,entropy,6,9,log2,744,0.8089887640449438,0.7606060606060606,0.7639341996824057,0.7606060606060606,0.7618170282959015
0,entropy,4,13,0.33,794,0.787765293,0.7606060606060606,0.7700351970907202,0.7606060606060606,0.7603515845812104
0,entropy,7,5,log2,716,0.8277153558052435,0.7606060606060606,0.7583502024291499,0.7606060606060606,0.7591989519559613
0,entropy,7,5,log2,716,0.8277153558052435,0.7606060606060606,0.7583502024291499,0.7606060606060606,0.7591989519559613
0,entropy,14,13,sqrt,750,0.7927590511860175,0.7606060606060606,0.7671007247219315,0.7606060606060606,0.7614057117099714
0,entropy,9,1,log2,548,0.8838951310861424,0.7606060606060606,0.757119347,0.7606060606060606,0.7577431379193493
0,entropy,9,1,log2,548,0.8838951310861424,0.7606060606060606,0.757119347,0.7606060606060606,0.7577431379193493
0,entropy,3,4,sqrt,419,0.7478152309612984,0.7606060606060606,0.7571030604168959,0.7606060606060606,0.7534551187900319
0,entropy,3,4,sqrt,419,0.7478152309612984,0.7606060606060606,0.7571030604168959,0.7606060606060606,0.7534551187900319
0,entropy,15,8,log2,491,0.7790262172284644,0.7606060606060606,0.7624154986436196,0.7606060606060606,0.7571540627798702
0,gini,6,4,sqrt,529,0.7940074906367042,0.7606060606060606,0.7655593210735622,0.7606060606060606,0.7617083489613695
0,entropy,15,4,0.33,489,0.8289637952559301,0.7606060606060606,0.7789241649167972,0.7606060606060606,0.7622889153743584
0,entropy,15,4,0.33,489,0.8289637952559301,0.7606060606060606,0.7789241649167972,0.7606060606060606,0.7622889153743584
0,gini,8,1,log2,649,0.8701622971285893,0.7606060606060606,0.7620336271993452,0.7606060606060606,0.7608349098403427
0,gini,4,13,0.33,402,0.7615480649188514,0.7606060606060606,0.7709784411276949,0.7606060606060606,0.7418036706885873
0,gini,14,5,sqrt,790,0.8214731585518102,0.7606060606060606,0.7685154206538766,0.7606060606060606,0.7604477575699323
0,gini,15,7,0.33,470,0.7890137328339576,0.7606060606060606,0.7636435274733148,0.7606060606060606,0.7592485170750375
0,gini,12,14,0.33,533,0.8127340823970037,0.7606060606060606,0.7564637681159421,0.7606060606060606,0.7551851851851853
0,gini,12,14,0.33,533,0.8127340823970037,0.7606060606060606,0.7564637681159421,0.7606060606060606,0.7551851851851853
0,entropy,11,5,sqrt,742,0.8476903870162297,0.7606060606060606,0.761389254,0.7606060606060606,0.7595220045405197
0,entropy,11,5,sqrt,742,0.8476903870162297,0.7606060606060606,0.761389254,0.7606060606060606,0.7595220045405197
0,entropy,3,11,sqrt,552,0.7727840199750312,0.7606060606060606,0.7709505136355261,0.7606060606060606,0.7484128114522646
0,entropy,3,11,sqrt,552,0.7727840199750312,0.7606060606060606,0.7709505136355261,0.7606060606060606,0.7484128114522646
0,gini,4,4,sqrt,689,0.7740324594257179,0.7606060606060606,0.7616905464250597,0.7606060606060606,0.7609367214748382
0,gini,13,1,sqrt,694,0.9038701622971286,0.7606060606060606,0.7664524028160392,0.7606060606060606,0.7622844991266043
0,gini,5,13,0.33,714,0.8039950062421972,0.7606060606060606,0.7641473812455075,0.7606060606060607,0.7593282038553818
0,gini,5,10,sqrt,628,0.8127340823970037,0.7606060606060606,0.7669131420684215,0.7606060606060606,0.7624936932866447
0,gini,5,10,sqrt,628,0.8127340823970037,0.7606060606060606,0.7669131420684215,0.7606060606060606,0.7624936932866447
0,gini,4,5,sqrt,724,0.7715355805243446,0.7606060606060606,0.7644160266257041,0.7606060606060606,0.7595119907665763
0,gini,12,11,sqrt,753,0.8177278401997503,0.7606060606060606,0.7629319426885798,0.7606060606060606,0.7615567387180695
0,entropy,15,3,log2,443,0.8414481897627965,0.7606060606060606,0.7577688844830365,0.7606060606060606,0.7570289610096913
0,entropy,15,3,log2,443,0.8414481897627965,0.7606060606060606,0.7577688844830365,0.7606060606060606,0.7570289610096913
0,gini,12,2,log2,701,0.8651685393258427,0.7606060606060606,0.7658784026431086,0.7606060606060606,0.7601289168359834
0,gini,3,10,sqrt,657,0.7565543071161048,0.7606060606060606,0.7972316022356777,0.7606060606060606,0.7468580527037604
0,gini,3,10,sqrt,657,0.7565543071161048,0.7606060606060606,0.7972316022356777,0.7606060606060606,0.7468580527037604
0,entropy,8,2,0.33,482,0.846441948,0.7575757575757576,0.7618633098099052,0.7575757575757575,0.7576991585399272
0,gini,14,6,log2,760,0.8139825218476904,0.7575757575757576,0.7548534798534798,0.7575757575757575,0.7542196877695057
0,gini,12,4,log2,660,0.836454432,0.7575757575757576,0.7564927487243871,0.7575757575757577,0.756512949
0,gini,12,4,log2,660,0.836454432,0.7575757575757576,0.7564927487243871,0.7575757575757577,0.756512949
0,entropy,6,6,0.33,748,0.8489388264669163,0.7575757575757576,0.760529673,0.7575757575757575,0.7571816634466293
0,gini,12,14,0.33,697,0.8014981273408239,0.7575757575757576,0.7568550355922185,0.7575757575757575,0.7564151858870488
0,gini,4,1,0.33,719,0.8239700374531835,0.7575757575757576,0.7563401407638168,0.7575757575757575,0.7567595058805475
0,entropy,4,14,0.33,687,0.7740324594257179,0.7575757575757576,0.7628010666505358,0.7575757575757575,0.7594081866922275
0,entropy,11,3,0.33,679,0.8826466916354557,0.7575757575757576,0.7621979826413324,0.7575757575757575,0.7586510097572045
0,entropy,10,13,sqrt,455,0.7253433208489388,0.7575757575757576,0.761341318,0.7575757575757577,0.7588933063970633
0,entropy,4,8,log2,633,0.7690387016229713,0.7575757575757576,0.7547824795890364,0.7575757575757577,0.748111103
0,gini,4,5,0.33,517,0.7690387016229713,0.7575757575757576,0.7668373928014378,0.7575757575757575,0.7403640705340254
0,entropy,3,8,0.33,512,0.7602996254681648,0.7575757575757576,0.7637500073327116,0.7575757575757575,0.741748286
0,entropy,8,12,sqrt,720,0.8127340823970037,0.7575757575757576,0.7653091738161594,0.7575757575757575,0.7602446916243135
0,gini,8,4,sqrt,565,0.832709114,0.7575757575757576,0.7631818181818182,0.7575757575757575,0.7592446201141853
0,gini,10,11,log2,781,0.787765293,0.7575757575757576,0.7583413282166079,0.7575757575757577,0.757472385
0,gini,9,3,sqrt,433,0.8102372034956304,0.7575757575757576,0.7591540138344827,0.7575757575757575,0.7495040220243472
0,gini,9,3,sqrt,433,0.8102372034956304,0.7575757575757576,0.7591540138344827,0.7575757575757575,0.7495040220243472
0,entropy,14,6,0.33,737,0.8476903870162297,0.7575757575757576,0.7602051777849393,0.7575757575757577,0.7586286584288296
0,gini,10,8,sqrt,793,0.815230961,0.7575757575757576,0.7700237182995804,0.7575757575757575,0.7589085163689444
0,gini,6,10,sqrt,491,0.7578027465667915,0.7575757575757576,0.7522324846699172,0.7575757575757577,0.7507025570652387
0,gini,13,10,log2,401,0.7553058676654182,0.7575757575757576,0.7528891590888774,0.7575757575757577,0.753584557
0,gini,7,11,sqrt,634,0.8039950062421972,0.7575757575757576,0.7595269464834683,0.7575757575757575,0.7583039699318769
0,gini,13,10,0.33,792,0.8252184769038702,0.7575757575757576,0.7731165511539343,0.7575757575757577,0.7610266575995119
0,gini,11,12,sqrt,692,0.7852684144818977,0.7575757575757576,0.7555555555555555,0.7575757575757575,0.7533333333333334
0,gini,9,8,log2,450,0.7865168539325843,0.7575757575757576,0.7591646354307725,0.7575757575757575,0.7581930415263748
0,gini,7,4,log2,683,0.8127340823970037,0.7575757575757576,0.7587997710661263,0.7575757575757575,0.7581085057365892
0,entropy,11,5,0.33,575,0.8551810237203495,0.7575757575757576,0.7712764676619209,0.7575757575757577,0.7615722087921927
0,gini,5,11,sqrt,687,0.7777777777777778,0.7575757575757576,0.7585579469074615,0.7575757575757577,0.757531009
0,gini,11,2,sqrt,764,0.8838951310861424,0.7575757575757576,0.7705426356589147,0.7575757575757577,0.7586028962956638
0,entropy,15,9,log2,578,0.7915106117353309,0.7575757575757576,0.7811262475530311,0.7575757575757575,0.7613257171808016
0,entropy,15,9,log2,578,0.7915106117353309,0.7575757575757576,0.7811262475530311,0.7575757575757575,0.7613257171808016
0,gini,5,8,sqrt,729,0.7827715355805244,0.7575757575757576,0.7540206504794242,0.7575757575757575,0.7482508731572816
0,entropy,7,14,0.33,418,0.7640449438202247,0.7575757575757576,0.754458736,0.7575757575757577,0.7516843901256377
0,entropy,6,3,sqrt,637,0.8139825218476904,0.7575757575757576,0.7575671753463592,0.7575757575757577,0.7572311795369137
0,entropy,4,11,0.33,562,0.7915106117353309,0.7575757575757576,0.7718835114183952,0.7575757575757575,0.7606784174886562
0,entropy,4,11,0.33,562,0.7915106117353309,0.7575757575757576,0.7718835114183952,0.7575757575757575,0.7606784174886562
0,gini,5,11,sqrt,576,0.7852684144818977,0.7575757575757576,0.755282738,0.7575757575757575,0.7527864839629546
0,entropy,11,4,log2,692,0.8289637952559301,0.7575757575757576,0.7556870563231461,0.7575757575757575,0.7562057475908097
0,gini,7,8,0.33,591,0.8002496878901373,0.7575757575757576,0.7546296296296297,0.7575757575757575,0.7545728012773906
0,gini,7,8,0.33,591,0.8002496878901373,0.7575757575757576,0.7546296296296297,0.7575757575757575,0.7545728012773906
0,entropy,12,6,log2,595,0.81897628,0.7575757575757576,0.7628729157393338,0.7575757575757575,0.7574339118144403
0,gini,8,11,sqrt,688,0.797752809,0.7575757575757576,0.7607246376811595,0.7575757575757575,0.7583068783068784
0,gini,8,11,sqrt,688,0.797752809,0.7575757575757576,0.7607246376811595,0.7575757575757575,0.7583068783068784
0,entropy,9,14,0.33,429,0.7952559300873908,0.7575757575757576,0.7647642515291787,0.7575757575757575,0.7598441089913631
0,gini,9,6,log2,754,0.8277153558052435,0.7575757575757576,0.7514989022342761,0.7575757575757577,0.750918845
0,gini,9,6,log2,754,0.8277153558052435,0.7575757575757576,0.7514989022342761,0.7575757575757577,0.750918845
0,entropy,10,2,log2,599,0.8751560549313359,0.7575757575757576,0.7608034364188153,0.7575757575757577,0.7578564460063274
0,gini,5,3,0.33,574,0.8164794007490637,0.7575757575757576,0.7613236481033091,0.7575757575757575,0.7585653322495428
0,entropy,15,2,sqrt,739,0.8976279650436954,0.7575757575757576,0.754986545,0.7575757575757575,0.7545463483988758
0,entropy,4,8,log2,433,0.7640449438202247,0.7575757575757576,0.7641294885993338,0.7575757575757575,0.75952788
0,entropy,8,12,0.33,795,0.81897628,0.7575757575757576,0.7543358564799966,0.7575757575757575,0.7482550075927284
0,entropy,15,12,log2,734,0.7852684144818977,0.7575757575757576,0.7561586697131251,0.7575757575757575,0.7551474119930627
0,entropy,12,1,sqrt,622,0.9088639200998752,0.7575757575757576,0.753518341,0.7575757575757575,0.7532543913446871
0,entropy,11,6,sqrt,414,0.784019975,0.7575757575757576,0.7560962509399506,0.7575757575757575,0.7565488085042752
0,gini,6,5,log2,502,0.7715355805243446,0.7575757575757576,0.7597641323861247,0.7575757575757577,0.7582534319018245
0,gini,10,11,sqrt,569,0.797752809,0.7575757575757576,0.7645207899445188,0.7575757575757575,0.7579209217072532
0,entropy,11,3,sqrt,665,0.836454432,0.7575757575757576,0.7589265591293989,0.7575757575757575,0.7576710957074958
0,entropy,8,4,0.33,517,0.8439450686641697,0.7575757575757576,0.7559921527897986,0.7575757575757577,0.7565685777101302
0,gini,15,12,sqrt,748,0.787765293,0.7575757575757576,0.761310223,0.7575757575757575,0.7591049839538019
0,gini,15,12,sqrt,748,0.787765293,0.7575757575757576,0.761310223,0.7575757575757575,0.7591049839538019
0,gini,3,10,sqrt,451,0.7528089887640449,0.7575757575757576,0.7647044075615504,0.7575757575757577,0.7597410759175466
0,gini,13,14,sqrt,541,0.7740324594257179,0.7575757575757576,0.7600817970042901,0.7575757575757577,0.7524526405606361
0,gini,13,14,sqrt,541,0.7740324594257179,0.7575757575757576,0.7600817970042901,0.7575757575757577,0.7524526405606361
0,gini,7,5,log2,405,0.7640449438202247,0.7575757575757576,0.7545817255306773,0.7575757575757575,0.7534234503706703
0,entropy,10,8,0.33,745,0.8514357053682896,0.7575757575757576,0.7542584702779468,0.7575757575757575,0.7543345543345543
0,gini,7,4,log2,675,0.81897628,0.7575757575757576,0.7552370585389454,0.7575757575757575,0.7556175096944432
0,gini,7,4,log2,675,0.81897628,0.7575757575757576,0.7552370585389454,0.7575757575757575,0.7556175096944432
0,entropy,11,4,sqrt,766,0.8626716604244694,0.7575757575757576,0.757758072,0.7575757575757575,0.7554921653691488
0,entropy,11,4,sqrt,766,0.8626716604244694,0.7575757575757576,0.757758072,0.7575757575757575,0.7554921653691488
0,gini,10,10,sqrt,582,0.787765293,0.7575757575757576,0.7641500099704236,0.7575757575757575,0.7593251285267276
0,gini,5,2,0.33,612,0.797752809,0.7575757575757576,0.7570211397797605,0.7575757575757577,0.7568998228083498
0,gini,12,5,log2,722,0.8377028714107366,0.7575757575757576,0.759889921,0.7575757575757577,0.7581985624438454
0,gini,12,5,log2,722,0.8377028714107366,0.7575757575757576,0.759889921,0.7575757575757577,0.7581985624438454
0,entropy,15,13,0.33,510,0.8127340823970037,0.7575757575757576,0.7575011768275742,0.7575757575757577,0.7571633835666804
0,gini,5,5,log2,730,0.8027465667915106,0.7575757575757576,0.7668438255328499,0.7575757575757575,0.7602610013225162
0,entropy,11,8,log2,640,0.8002496878901373,0.7575757575757576,0.7705994369928796,0.7575757575757577,0.7596464394065593
0,gini,8,3,0.33,436,0.8202247191011236,0.7575757575757576,0.7595491869183301,0.7575757575757577,0.758152519
0,entropy,13,2,log2,729,0.885143571,0.7575757575757576,0.7568581082286089,0.7575757575757575,0.7550304592577165
0,entropy,13,2,log2,729,0.885143571,0.7575757575757576,0.7568581082286089,0.7575757575757575,0.7550304592577165
0,entropy,7,7,0.33,677,0.836454432,0.7575757575757576,0.7722068301440118,0.7575757575757575,0.7607194468774062
0,entropy,13,3,log2,484,0.8377028714107366,0.7575757575757576,0.7550999756938195,0.7575757575757575,0.7545157289052464
0,entropy,7,9,0.33,701,0.8077403245942572,0.7545454545454545,0.7502205078088388,0.7545454545454545,0.7510299227595602
0,entropy,14,8,0.33,658,0.8102372034956304,0.7545454545454545,0.7654473039215685,0.7545454545454545,0.7577083663654142
0,gini,11,10,0.33,555,0.81897628,0.7545454545454545,0.7623929954757022,0.7545454545454545,0.7546871221335159
0,gini,11,11,log2,719,0.7965043695380774,0.7545454545454545,0.7506870506870507,0.7545454545454545,0.7515295849661175
0,gini,11,2,0.33,451,0.8451935081148564,0.7545454545454545,0.7561452855570504,0.7545454545454545,0.7547124679043692
0,gini,9,9,0.33,500,0.8202247191011236,0.7545454545454545,0.766250882,0.7545454545454545,0.7499344863731657
0,gini,9,9,0.33,500,0.8202247191011236,0.7545454545454545,0.766250882,0.7545454545454545,0.7499344863731657
0,gini,7,5,log2,692,0.81897628,0.7545454545454545,0.7610617995303836,0.7545454545454545,0.7569118414188837
0,entropy,12,8,sqrt,566,0.8252184769038702,0.7545454545454545,0.7509833524040986,0.7545454545454545,0.7496163729437839
0,gini,5,5,sqrt,593,0.7740324594257179,0.7545454545454545,0.7567852437417656,0.7545454545454545,0.7554146112285647
0,gini,5,5,sqrt,593,0.7740324594257179,0.7545454545454545,0.7567852437417656,0.7545454545454545,0.7554146112285647
0,gini,3,9,log2,691,0.7515605493133583,0.7545454545454545,0.7817453813853866,0.7545454545454545,0.7390351300821886
0,gini,8,13,log2,651,0.797752809,0.7545454545454545,0.7707210102558939,0.7545454545454545,0.7587618519548825
0,gini,5,9,sqrt,543,0.762796504,0.7545454545454545,0.7587981206147371,0.7545454545454545,0.7509085439641724
0,gini,9,4,log2,590,0.8177278401997503,0.7545454545454545,0.7658008658008658,0.7545454545454545,0.7582181795550258
0,gini,9,4,log2,590,0.8177278401997503,0.7545454545454545,0.7658008658008658,0.7545454545454545,0.7582181795550258
0,gini,11,1,0.33,763,0.9250936329588015,0.7545454545454545,0.7654062842181654,0.7545454545454545,0.7571396176784054
0,gini,9,13,0.33,643,0.8177278401997503,0.7545454545454545,0.7575963718820861,0.7545454545454545,0.7548726106655622
0,gini,5,9,log2,606,0.7890137328339576,0.7545454545454545,0.7688065951726056,0.7545454545454545,0.7582968162252298
0,entropy,7,7,log2,628,0.8089887640449438,0.7545454545454545,0.7522319847216633,0.7545454545454545,0.753018234
0,gini,5,2,0.33,673,0.8202247191011236,0.7545454545454545,0.7652512254901961,0.7545454545454545,0.7576185191057556
0,entropy,12,3,sqrt,720,0.8539325842696629,0.7545454545454545,0.7557298100776362,0.7545454545454545,0.7547906006399684
0,gini,10,12,0.33,502,0.8002496878901373,0.7545454545454545,0.7530296583339665,0.7545454545454545,0.7524292988227641
0,entropy,12,8,log2,535,0.7865168539325843,0.7545454545454545,0.7543546059675093,0.7545454545454545,0.7506124261391448
0,entropy,8,4,0.33,525,0.8451935081148564,0.7545454545454545,0.7508993323574781,0.7545454545454545,0.7516729348982926
0,gini,15,7,sqrt,516,0.7927590511860175,0.7545454545454545,0.7521730632354947,0.7545454545454545,0.7472845353762189
0,gini,11,4,log2,433,0.8202247191011236,0.7545454545454545,0.7704424103737605,0.7545454545454545,0.7582027051398795
0,entropy,10,13,sqrt,556,0.7790262172284644,0.7545454545454545,0.7669240778238877,0.7545454545454545,0.757817922
0,gini,8,5,sqrt,436,0.7940074906367042,0.7545454545454545,0.7545806215530986,0.7545454545454545,0.754095361
0,gini,14,7,0.33,612,0.8377028714107366,0.7545454545454545,0.7549469266096901,0.7545454545454545,0.7531528816011575
0,gini,12,3,sqrt,421,0.8289637952559301,0.7545454545454545,0.7595578703350668,0.7545454545454545,0.7551463442910503
0,gini,12,3,sqrt,421,0.8289637952559301,0.7545454545454545,0.7595578703350668,0.7545454545454545,0.7551463442910503
0,entropy,4,3,0.33,450,0.7927590511860175,0.7545454545454545,0.7513830719858475,0.7545454545454545,0.7475100912976024
0,entropy,9,11,log2,660,0.8039950062421972,0.7545454545454545,0.7552241409384267,0.7545454545454545,0.7519109820996613
0,gini,6,14,0.33,708,0.8252184769038702,0.7545454545454545,0.7598522167487686,0.7545454545454545,0.7559564329475834
0,entropy,4,14,log2,408,0.762796504,0.7545454545454545,0.7540888801106064,0.7545454545454545,0.7482538137832196
0,entropy,4,14,log2,408,0.762796504,0.7545454545454545,0.7540888801106064,0.7545454545454545,0.7482538137832196
0,gini,15,1,sqrt,614,0.8901373283395755,0.7545454545454545,0.7643462844464058,0.7545454545454545,0.7570865981453344
0,gini,15,1,sqrt,614,0.8901373283395755,0.7545454545454545,0.7643462844464058,0.7545454545454545,0.7570865981453344
0,gini,4,7,0.33,491,0.7790262172284644,0.7545454545454545,0.7519074146124698,0.7545454545454545,0.7527887238718599
0,entropy,14,5,0.33,458,0.8114856429463171,0.7545454545454545,0.7555335097001764,0.7545454545454545,0.7549990357329808
0,gini,9,9,sqrt,580,0.7727840199750312,0.7545454545454545,0.7613406795224976,0.7545454545454545,0.7566871724766461
0,gini,5,12,sqrt,648,0.766541823,0.7545454545454545,0.761272112,0.7545454545454545,0.755694624
0,gini,5,12,sqrt,648,0.766541823,0.7545454545454545,0.761272112,0.7545454545454545,0.755694624
0,entropy,8,14,0.33,604,0.7952559300873908,0.7545454545454545,0.7582755661187034,0.7545454545454545,0.7500340928912358
0,entropy,9,12,0.33,619,0.8027465667915106,0.7545454545454545,0.7539454590566989,0.7545454545454545,0.7541475593696049
0,gini,12,5,0.33,415,0.8077403245942572,0.7545454545454545,0.7627049045437518,0.7545454545454545,0.7529344235721176
0,gini,12,5,0.33,415,0.8077403245942572,0.7545454545454545,0.7627049045437518,0.7545454545454545,0.7529344235721176
0,gini,5,14,sqrt,459,0.7328339575530587,0.7545454545454545,0.7661091439262142,0.7545454545454545,0.7576185077948997
0,entropy,13,1,sqrt,561,0.885143571,0.7545454545454545,0.7528203942127311,0.7545454545454545,0.7529624684396518
0,entropy,13,1,sqrt,561,0.885143571,0.7545454545454545,0.7528203942127311,0.7545454545454545,0.7529624684396518
0,entropy,5,10,sqrt,506,0.7428214731585518,0.7545454545454545,0.7496028899364623,0.7545454545454545,0.7444929685783345
0,gini,12,9,log2,553,0.7865168539325843,0.7545454545454545,0.7576373706567198,0.7545454545454545,0.7549843490367446
0,gini,8,10,sqrt,440,0.7690387016229713,0.7545454545454545,0.7626491149433422,0.7545454545454545,0.7529861609976548
0,gini,8,10,sqrt,440,0.7690387016229713,0.7545454545454545,0.7626491149433422,0.7545454545454545,0.7529861609976548
0,gini,8,10,sqrt,796,0.7965043695380774,0.7545454545454545,0.7682533645727201,0.7545454545454545,0.756077895
0,gini,8,10,sqrt,796,0.7965043695380774,0.7545454545454545,0.7682533645727201,0.7545454545454545,0.756077895
0,entropy,4,14,sqrt,577,0.7602996254681648,0.7545454545454545,0.7580556895615992,0.7545454545454545,0.7558708003778426
0,gini,11,1,log2,491,0.8551810237203495,0.7545454545454545,0.7545718574844789,0.7545454545454545,0.7540211947607866
0,gini,11,1,log2,491,0.8551810237203495,0.7545454545454545,0.7545718574844789,0.7545454545454545,0.7540211947607866
0,gini,4,8,log2,477,0.762796504,0.7545454545454545,0.7599492627239575,0.7545454545454545,0.7566696380548316
0,entropy,12,6,sqrt,421,0.8077403245942572,0.7545454545454545,0.7569709702062642,0.7545454545454545,0.7546161736003153
0,gini,4,7,0.33,475,0.787765293,0.7545454545454545,0.7526041310833277,0.7545454545454545,0.7522156958382847
0,gini,4,7,0.33,475,0.787765293,0.7545454545454545,0.7526041310833277,0.7545454545454545,0.7522156958382847
0,gini,4,14,sqrt,687,0.7715355805243446,0.7545454545454545,0.7593192831914543,0.7545454545454545,0.7560232325490541
0,gini,4,14,sqrt,687,0.7715355805243446,0.7545454545454545,0.7593192831914543,0.7545454545454545,0.7560232325490541
0,entropy,5,7,sqrt,417,0.762796504,0.7545454545454545,0.7522691276803118,0.7545454545454545,0.7436594466472574
0,gini,14,12,log2,453,0.787765293,0.7545454545454545,0.7664154485347909,0.7545454545454545,0.7577366857650268
0,entropy,8,13,sqrt,664,0.7677902621722846,0.7545454545454545,0.7669220559845561,0.7545454545454545,0.7570904366338959
0,gini,12,14,0.33,670,0.8002496878901373,0.7545454545454545,0.7518851624705905,0.7545454545454545,0.752023425
0,entropy,13,8,sqrt,776,0.7927590511860175,0.7545454545454545,0.7566433566433567,0.7545454545454545,0.7551928180991121
0,gini,7,2,0.33,448,0.8252184769038702,0.7545454545454545,0.7516748805823035,0.7545454545454545,0.7519974698056889
0,gini,11,6,log2,662,0.8202247191011236,0.7545454545454545,0.7506321024700621,0.7545454545454545,0.7492854580622739
0,gini,11,6,log2,662,0.8202247191011236,0.7545454545454545,0.7506321024700621,0.7545454545454545,0.7492854580622739
0,gini,10,6,log2,518,0.7952559300873908,0.7515151515151515,0.7483203958932113,0.7515151515151515,0.7494159188208949
0,gini,7,3,sqrt,686,0.8426966292134831,0.7515151515151515,0.7475308707553818,0.7515151515151515,0.748349579
0,entropy,5,2,0.33,709,0.8014981273408239,0.7515151515151515,0.7682306940371456,0.7515151515151516,0.7380037572490403
0,gini,9,5,log2,500,0.7752808988764045,0.7515151515151515,0.7481801679146812,0.7515151515151516,0.749063426
0,entropy,13,8,0.33,418,0.7990012484394506,0.7515151515151515,0.7465714789353076,0.7515151515151516,0.7467305236270754
0,entropy,13,8,0.33,418,0.7990012484394506,0.7515151515151515,0.7465714789353076,0.7515151515151516,0.7467305236270754
0,entropy,6,7,0.33,487,0.797752809,0.7515151515151515,0.7596587888453917,0.7515151515151515,0.753584187
0,entropy,3,7,0.33,497,0.7528089887640449,0.7515151515151515,0.7852704678362573,0.7515151515151515,0.7358083126155415
0,entropy,14,7,log2,650,0.7852684144818977,0.7515151515151515,0.7522901533494754,0.7515151515151516,0.750965251
0,gini,14,2,sqrt,742,0.867665418,0.7515151515151515,0.753061224,0.7515151515151516,0.7508873421916901
0,entropy,7,5,sqrt,521,0.8389513108614233,0.7515151515151515,0.7505742913000978,0.7515151515151515,0.7491529685704443
0,entropy,11,11,0.33,516,0.8064918851435705,0.7515151515151515,0.7569278475916361,0.7515151515151515,0.753488114
0,entropy,6,10,sqrt,457,0.7727840199750312,0.7515151515151515,0.7484664542591372,0.7515151515151515,0.748163275
0,gini,6,11,0.33,445,0.7690387016229713,0.7515151515151515,0.7492188647449426,0.7515151515151515,0.7469887176227555
0,gini,6,11,0.33,445,0.7690387016229713,0.7515151515151515,0.7492188647449426,0.7515151515151515,0.7469887176227555
0,gini,6,3,log2,622,0.7890137328339576,0.7515151515151515,0.7470045061946776,0.7515151515151515,0.74703039
0,entropy,6,9,0.33,595,0.8002496878901373,0.7515151515151515,0.7708173690932312,0.7515151515151515,0.7552127953123223
0,gini,8,14,0.33,628,0.81897628,0.7515151515151515,0.7502530681209598,0.7515151515151515,0.7503886623284894
0,entropy,15,14,0.33,783,0.7890137328339576,0.7515151515151515,0.7477721712538227,0.7515151515151516,0.7475214405617668
0,entropy,4,11,0.33,628,0.762796504,0.7515151515151515,0.7617924142889825,0.7515151515151515,0.7541953718424307
0,entropy,9,6,0.33,615,0.8127340823970037,0.7515151515151515,0.7578396578396579,0.7515151515151515,0.7535192675588421
0,entropy,4,8,sqrt,673,0.7852684144818977,0.7515151515151515,0.7527757826287679,0.7515151515151516,0.7510279479495533
0,entropy,10,10,sqrt,517,0.7865168539325843,0.7515151515151515,0.7506108833695041,0.7515151515151516,0.7506692932133343
0,entropy,10,10,sqrt,517,0.7865168539325843,0.7515151515151515,0.7506108833695041,0.7515151515151516,0.7506692932133343
0,gini,6,7,sqrt,562,0.7827715355805244,0.7515151515151515,0.7759938703911741,0.7515151515151515,0.7562980030721965
0,entropy,14,3,sqrt,478,0.8377028714107366,0.7515151515151515,0.7522246272246272,0.7515151515151516,0.7518302288944492
0,entropy,14,3,sqrt,478,0.8377028714107366,0.7515151515151515,0.7522246272246272,0.7515151515151516,0.7518302288944492
0,entropy,7,6,log2,578,0.7940074906367042,0.7515151515151515,0.7502203585396572,0.7515151515151515,0.7469736796176433
0,entropy,6,3,log2,461,0.7965043695380774,0.7515151515151515,0.7522788909127707,0.7515151515151515,0.7505478475266517
0,entropy,6,13,sqrt,580,0.7765293383270911,0.7515151515151515,0.7575729825729827,0.7515151515151516,0.753686397
0,entropy,2,2,0.33,563,0.7378277153558053,0.7515151515151515,0.7481042454682783,0.7515151515151515,0.7462810374942755
0,entropy,2,2,0.33,563,0.7378277153558053,0.7515151515151515,0.7481042454682783,0.7515151515151515,0.7462810374942755
0,entropy,6,9,log2,639,0.7565543071161048,0.7515151515151515,0.7507760188187426,0.7515151515151515,0.7491099554757756
0,entropy,6,9,log2,639,0.7565543071161048,0.7515151515151515,0.7507760188187426,0.7515151515151515,0.7491099554757756
0,gini,7,4,log2,702,0.8177278401997503,0.7515151515151515,0.7507430438017678,0.7515151515151515,0.748689949
0,gini,7,4,log2,702,0.8177278401997503,0.7515151515151515,0.7507430438017678,0.7515151515151515,0.748689949
0,gini,5,5,sqrt,683,0.7802746566791511,0.7515151515151515,0.7694544006371964,0.7515151515151516,0.7558717175874904
