,Criterion,Max Depth,Min Sample Leaf,Max Features,Boot Size,T Acc,V Acc,V Pred,V Rec,V F1
0,gini,7,11,sqrt,788,0.8039950062421972,0.7848484848484848,0.7858080808080808,0.7848484848484848,0.784189723
0,entropy,14,1,0.33,731,0.9213483146067416,0.7848484848484848,0.7843482905982907,0.7848484848484848,0.7813570557219046
0,entropy,14,2,0.33,452,0.8664169787765293,0.7848484848484848,0.7907931056626422,0.7848484848484848,0.7866380408633781
0,gini,8,5,0.33,642,0.8389513108614233,0.7848484848484848,0.7902190425719837,0.7848484848484848,0.7865080149179815
0,entropy,15,7,log2,760,0.8214731585518102,0.7848484848484848,0.7818894961752104,0.7848484848484848,0.781943547
0,entropy,14,9,sqrt,523,0.8302122347066168,0.7848484848484848,0.7867608581894295,0.7848484848484848,0.7832557537752699
0,gini,9,9,sqrt,652,0.8277153558052435,0.7848484848484848,0.7860507379621456,0.7848484848484848,0.7829148327120681
0,entropy,15,4,log2,656,0.8389513108614233,0.7848484848484848,0.788375593,0.7848484848484848,0.7828691510509692
0,entropy,15,4,log2,656,0.8389513108614233,0.7848484848484848,0.788375593,0.7848484848484848,0.7828691510509692
0,gini,8,14,0.33,524,0.7752808988764045,0.7848484848484848,0.7860398860398861,0.7848484848484848,0.7758014031369415
0,gini,6,13,sqrt,771,0.7802746566791511,0.7848484848484848,0.7837740600827487,0.7848484848484848,0.7835724790378339
0,gini,6,13,sqrt,771,0.7802746566791511,0.7848484848484848,0.7837740600827487,0.7848484848484848,0.7835724790378339
0,entropy,6,13,sqrt,800,0.787765293,0.7848484848484848,0.7820455113778445,0.7848484848484848,0.7785515841416463
0,gini,7,1,sqrt,774,0.8514357053682896,0.7848484848484848,0.7898033173207649,0.7848484848484848,0.7866339662764688
0,entropy,10,1,0.33,774,0.9138576779026217,0.7848484848484848,0.7888072212064424,0.7848484848484848,0.7852563957675976
0,entropy,13,2,0.33,655,0.898876404,0.7848484848484848,0.7841445902476281,0.7848484848484848,0.7826002114268938
0,gini,12,9,0.33,775,0.81897628,0.7848484848484848,0.7852815923117215,0.7848484848484848,0.7836823871122854
0,entropy,11,9,0.33,618,0.8302122347066168,0.7848484848484848,0.7828893867728818,0.7848484848484848,0.7833467766954149
0,entropy,15,5,0.33,619,0.8414481897627965,0.7848484848484848,0.7842274725391608,0.7848484848484848,0.7830894595600477
0,entropy,6,7,0.33,657,0.8277153558052435,0.7848484848484848,0.7832864531349243,0.7848484848484848,0.7832405685476425
0,entropy,8,5,0.33,707,0.8664169787765293,0.7848484848484848,0.7857935627081022,0.7848484848484848,0.7846903299494613
0,entropy,6,10,sqrt,619,0.7815230961298377,0.7848484848484848,0.7945369791164184,0.7848484848484848,0.7849668265040086
0,entropy,10,3,0.33,602,0.8614232209737828,0.7848484848484848,0.7930061640587956,0.7848484848484848,0.7864302443929416
0,gini,14,6,log2,799,0.8252184769038702,0.7848484848484848,0.7848814138058325,0.7848484848484848,0.7818930826462963
0,entropy,15,3,log2,694,0.8626716604244694,0.7848484848484848,0.7854597562930895,0.7848484848484848,0.7851114667628428
0,entropy,7,5,0.33,620,0.8401997503121099,0.7848484848484848,0.7866097766540244,0.7848484848484848,0.7855134308361965
0,entropy,7,4,0.33,535,0.8377028714107366,0.7848484848484848,0.7822964423253255,0.7848484848484848,0.781423379
0,entropy,13,5,log2,626,0.8439450686641697,0.7848484848484848,0.7839015486074309,0.7848484848484848,0.7837741440444262
0,entropy,6,5,0.33,537,0.8476903870162297,0.7848484848484848,0.7843181682939445,0.7848484848484848,0.7825795285453224
0,gini,9,13,0.33,524,0.7852684144818977,0.7848484848484848,0.7855475040257649,0.7848484848484848,0.7765763615387676
0,gini,5,5,sqrt,563,0.8202247191011236,0.7848484848484848,0.78131997,0.7848484848484848,0.7809110714993067
0,gini,5,5,sqrt,563,0.8202247191011236,0.7848484848484848,0.78131997,0.7848484848484848,0.7809110714993067
0,entropy,13,1,sqrt,764,0.9325842696629213,0.7848484848484848,0.7872030651340997,0.7848484848484848,0.7851682118275037
0,gini,13,12,sqrt,445,0.8027465667915106,0.7848484848484848,0.782261209,0.7848484848484848,0.7799313962873285
0,gini,13,12,sqrt,445,0.8027465667915106,0.7848484848484848,0.782261209,0.7848484848484848,0.7799313962873285
0,entropy,15,9,log2,629,0.8177278401997503,0.7848484848484848,0.7844867858965752,0.7848484848484848,0.7841329379964038
0,gini,14,7,sqrt,732,0.8377028714107366,0.7848484848484848,0.7901105651105652,0.7848484848484848,0.7862847701049344
0,gini,14,7,sqrt,732,0.8377028714107366,0.7848484848484848,0.7901105651105652,0.7848484848484848,0.7862847701049344
0,entropy,15,5,0.33,490,0.8314606741573034,0.7848484848484848,0.7838965467470139,0.7848484848484848,0.7843001998599721
0,entropy,8,3,0.33,544,0.8601747815230961,0.7848484848484848,0.7831459199658801,0.7848484848484848,0.7810587148458435
0,entropy,15,2,0.33,797,0.9088639200998752,0.7848484848484848,0.7823884335154827,0.7848484848484848,0.7817823682403527
0,entropy,8,2,log2,664,0.8551810237203495,0.7848484848484848,0.7846379585326954,0.7848484848484848,0.7824094604582409
0,gini,11,3,0.33,710,0.8876404494382022,0.7848484848484848,0.786970249,0.7848484848484848,0.7845364888547426
