alpha,activation,batch_size,hidden_layer_sizes,val_acc,val_recall,val_pre,val_f1,train_acc
0.001,relu,32,"(100, 100)",0.8909090909090909,0.890909090909091,0.8906826760037768,0.8907836187449402,1.0
0.001,relu,48,"(25,)",0.9030303030303031,0.903030303030303,0.9037776165134656,0.9024779147290322,1.0
0.001,relu,48,"(25, 25)",0.906060606060606,0.9060606060606061,0.9061767789923131,0.9055104623200423,1.0
0.001,relu,48,"(50,)",0.9181818181818182,0.9181818181818181,0.9179952454033883,0.9178872053872054,1.0
0.001,relu,48,"(50, 50)",0.9090909090909091,0.9090909090909091,0.9095238095238095,0.9088326602120967,1.0
0.001,relu,48,"(100,)",0.9121212121212121,0.9121212121212121,0.9124609957943292,0.9118121889927681,1.0
0.001,relu,48,"(100, 100)",0.8909090909090909,0.890909090909091,0.8909743076409743,0.890904562248329,1.0
0.001,relu,64,"(25,)",0.9090909090909091,0.9090909090909091,0.9105169935647758,0.9089670966519977,1.0
0.001,relu,64,"(25, 25)",0.9151515151515152,0.9151515151515152,0.9154612994623137,0.914641306860375,1.0
0.001,relu,64,"(50,)",0.9181818181818182,0.9181818181818181,0.9179952454033883,0.9178872053872054,1.0
0.001,relu,64,"(50, 50)",0.9121212121212121,0.9121212121212121,0.9127070355883915,0.9117790403299684,1.0
0.001,relu,64,"(100,)",0.9181818181818182,0.9181818181818181,0.9184257451986794,0.9179574150752198,1.0
0.001,relu,64,"(100, 100)",0.8939393939393939,0.8939393939393939,0.8942280899056599,0.8939972564260988,1.0
0.001,tanh,16,"(25,)",0.9181818181818182,0.9181818181818183,0.9190291972644914,0.9174462663802504,1.0
0.001,tanh,16,"(25, 25)",0.906060606060606,0.9060606060606061,0.9065760437057212,0.9051937889966059,1.0
0.001,tanh,16,"(50,)",0.9151515151515152,0.915151515151515,0.9153657992546421,0.9151430612880057,1.0
0.001,tanh,16,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
0.001,tanh,16,"(100,)",0.9151515151515152,0.915151515151515,0.9157872295064492,0.9148797920727745,1.0
0.001,tanh,16,"(100, 100)",0.9151515151515152,0.9151515151515152,0.9152810911106292,0.9148709953221333,1.0
0.001,tanh,32,"(25,)",0.9121212121212121,0.9121212121212121,0.9121933256061046,0.9114966527723248,1.0
0.001,tanh,32,"(25, 25)",0.906060606060606,0.9060606060606061,0.9070340030389324,0.9054111425003444,1.0
0.001,tanh,32,"(50,)",0.9151515151515152,0.915151515151515,0.9153657992546421,0.9151430612880057,1.0
0.001,tanh,32,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032132988522926,0.9024256086869692,1.0
0.001,tanh,32,"(100,)",0.9181818181818182,0.9181818181818181,0.9187793391816835,0.9178792191782281,1.0
0.001,tanh,32,"(100, 100)",0.9090909090909091,0.9090909090909092,0.909240346387239,0.9085296481651125,1.0
0.001,tanh,48,"(25,)",0.9121212121212121,0.9121212121212121,0.9120406359536793,0.9116919380580732,1.0
0.001,tanh,48,"(25, 25)",0.9,0.9,0.9002701177229478,0.8992184247094176,1.0
0.001,tanh,48,"(50,)",0.9090909090909091,0.9090909090909091,0.9098186837317271,0.909134758437084,1.0
0.001,tanh,48,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
0.001,tanh,48,"(100,)",0.9151515151515152,0.915151515151515,0.9157872295064492,0.9148797920727745,1.0
0.001,tanh,48,"(100, 100)",0.9030303030303031,0.903030303030303,0.9031683494381392,0.9027518425301976,1.0
0.001,tanh,64,"(25,)",0.9121212121212121,0.9121212121212121,0.9121180192316859,0.9118603077963808,1.0
0.001,tanh,64,"(25, 25)",0.9,0.9,0.9002701177229478,0.8992184247094176,1.0
0.001,tanh,64,"(50,)",0.9121212121212121,0.9121212121212121,0.9126373199067768,0.912113986132251,1.0
0.001,tanh,64,"(50, 50)",0.9030303030303031,0.903030303030303,0.9032627865961199,0.902673781042763,1.0
0.001,tanh,64,"(100,)",0.9151515151515152,0.915151515151515,0.9157872295064492,0.9148797920727745,1.0
0.001,tanh,64,"(100, 100)",0.9,0.9,0.9001856800305047,0.8996398853227047,1.0
