alpha,activation,batch_size,hidden_layer_sizes,val_acc,val_recall,val_pre,val_f1,train_acc
0.000279,tanh,62,"(200, 470, 425, 145, 405)",0.8575757575757575,0.8575757575757575,0.8567399290806038,0.8554251597729859,1.0
0.000325,tanh,10,"(380, 390, 115, 365, 345)",0.8424242424242424,0.8424242424242424,0.8424242424242424,0.8424242424242424,0.9937578027465668
0.000841,tanh,22,"(275, 40, 60)",0.8454545454545455,0.8454545454545453,0.8445440019571716,0.8426075884899413,1.0
0.000899,relu,16,"(200, 35, 255, 155, 370)",0.8636363636363636,0.8636363636363636,0.8630671442618345,0.863126636909096,1.0
0.000941,relu,14,"(390, 275, 135, 160, 375)",0.896969696969697,0.896969696969697,0.8972072973798535,0.8964061546238095,1.0
0.000375,tanh,64,"(225, 370, 105)",0.8454545454545455,0.8454545454545456,0.8461392720796725,0.8414759926436955,1.0
0.000209,tanh,48,"(430, 310, 285, 270)",0.8606060606060606,0.8606060606060607,0.862751118070267,0.8586966373606453,1.0
0.000371,tanh,56,"(80,)",0.8636363636363636,0.8636363636363636,0.8636708241623868,0.8612430120181971,1.0
0.000581,relu,38,"(130, 195, 85, 210)",0.8757575757575757,0.8757575757575756,0.8760204081632653,0.8743943776552472,1.0
0.000509,relu,64,"(330, 175, 95, 170, 185)",0.8787878787878788,0.8787878787878789,0.8790230738760151,0.8776635016579856,1.0
0.000973,tanh,48,"(500, 355, 210)",0.8515151515151516,0.8515151515151516,0.8511161270315749,0.8492571643651282,1.0
2.9e-05,relu,24,"(450, 300, 440, 170)",0.8606060606060606,0.8606060606060607,0.8612668608547844,0.858491356138415,1.0
0.000697,tanh,44,"(115,)",0.8545454545454545,0.8545454545454545,0.8542032163742691,0.8525085931375506,1.0
0.000507,tanh,42,"(390, 120, 395)",0.8636363636363636,0.8636363636363636,0.8643955500492003,0.8615376440340573,1.0
0.000237,tanh,18,"(270, 470, 205)",0.8636363636363636,0.8636363636363636,0.8646758304696448,0.8618779317045449,1.0
3.3e-05,relu,64,"(135,)",0.8696969696969697,0.8696969696969696,0.8700458041655864,0.8677468863802522,1.0
0.000275,tanh,56,"(30, 400)",0.8636363636363636,0.8636363636363636,0.8637840066581658,0.8614508178482124,1.0
0.000429,relu,56,"(325, 75, 155, 475)",0.8666666666666667,0.8666666666666667,0.8668650793650793,0.8652876957224783,1.0
0.000251,tanh,12,"(60, 240, 135)",0.8636363636363636,0.8636363636363636,0.8640059849076241,0.861778919863955,1.0
0.000343,relu,12,"(255, 375)",0.8606060606060606,0.8606060606060607,0.8598357545328513,0.8593670149654479,1.0
0.000503,tanh,60,"(255, 450, 85)",0.8515151515151516,0.8515151515151516,0.8534614957791042,0.848342636216281,1.0
0.000597,tanh,54,"(265, 445, 240, 70, 30)",0.8333333333333334,0.8333333333333334,0.8356726606726607,0.8294248794248794,1.0
0.000905,relu,24,"(285, 135, 225, 310, 330)",0.8727272727272727,0.8727272727272727,0.8721039011988019,0.871824400760859,1.0
0.000993,relu,26,"(120,)",0.8636363636363636,0.8636363636363636,0.8643429260806158,0.861713313746714,1.0
0.000347,tanh,44,"(260, 385, 430, 295)",0.8575757575757575,0.8575757575757575,0.8588202183946865,0.8552232192311954,1.0
0.000931,relu,22,"(415, 260, 395, 370, 340)",0.8666666666666667,0.8666666666666667,0.8658117910741598,0.8651369462361544,1.0
0.000949,relu,18,"(120, 395, 335, 270)",0.8787878787878788,0.8787878787878788,0.8784122468332994,0.8783479402494451,1.0
0.000299,tanh,48,"(140, 320, 500, 405, 190)",0.8545454545454545,0.8545454545454545,0.8577186013330512,0.8513573812242891,1.0
