alpha,activation,batch_size,hidden_layer_sizes,val_acc,val_recall,val_pre,val_f1,train_acc
0.000203,relu,12,"(40, 275, 355)",0.8727272727272727,0.8727272727272727,0.8731215756742948,0.8722058607810613,1.0
1.1e-05,relu,54,"(405, 405, 35, 85, 420)",0.9030303030303031,0.903030303030303,0.9044318876976076,0.903054248103505,1.0
0.000333,tanh,60,"(10,)",0.906060606060606,0.9060606060606061,0.9070613507804272,0.9057857613347199,0.982521847690387
0.000305,relu,40,"(135, 415, 435, 115, 160)",0.8909090909090909,0.890909090909091,0.8904937197016406,0.8898709762646962,1.0
0.000785,tanh,12,"(210,)",0.9181818181818182,0.9181818181818181,0.9204619958102086,0.9183636716834082,1.0
0.000819,relu,18,"(300, 445)",0.906060606060606,0.9060606060606061,0.9057917493382512,0.9057650911603256,1.0
0.000463,tanh,10,"(25, 490)",0.8787878787878788,0.8787878787878788,0.880222341216809,0.8780938172231288,1.0
0.000689,tanh,44,"(425, 40, 375, 225)",0.9242424242424242,0.9242424242424243,0.9247770974325921,0.9241738373910797,1.0
0.000965,relu,46,"(355, 460, 150)",0.9030303030303031,0.903030303030303,0.9028972965922715,0.9027309353914857,1.0
0.000503,tanh,50,"(20,)",0.9090909090909091,0.9090909090909092,0.9101245983184177,0.9083501152286751,0.9950062421972534
0.000879,tanh,56,"(235, 130, 270)",0.9121212121212121,0.9121212121212121,0.912074336663444,0.9117627067955358,1.0
0.000713,relu,56,"(440, 15, 385)",0.9030303030303031,0.903030303030303,0.9042821507272368,0.9029401112273255,1.0
5.3e-05,tanh,14,"(185, 120, 65, 45)",0.9181818181818182,0.9181818181818181,0.9187418225110973,0.9176355803629562,1.0
0.000659,relu,40,"(150,)",0.9151515151515152,0.915151515151515,0.9154313030400688,0.9149572475293285,1.0
0.000549,tanh,38,"(85, 370)",0.9181818181818182,0.9181818181818181,0.9192981290287503,0.9179566275247778,1.0
0.000927,tanh,66,"(80,)",0.9242424242424242,0.9242424242424243,0.9250692071537946,0.9240521909926103,1.0
0.000789,tanh,42,"(120, 55)",0.9181818181818182,0.9181818181818183,0.9189172524355654,0.9178013106705433,1.0
0.000599,relu,34,"(45, 50, 20, 175, 280)",0.8909090909090909,0.890909090909091,0.8901938641069075,0.8902482186203117,1.0
8.3e-05,relu,36,"(435, 175, 105, 245, 325)",0.9121212121212121,0.9121212121212121,0.9129897554131325,0.9117413775818916,1.0
0.000629,relu,40,"(105, 240, 405)",0.906060606060606,0.9060606060606061,0.9064142903965914,0.9052338840490003,1.0
4.9e-05,tanh,40,"(390, 70, 235, 305, 480)",0.906060606060606,0.9060606060606059,0.9062286899363774,0.905753637665892,1.0
0.000677,tanh,46,"(260, 420)",0.9303030303030303,0.9303030303030303,0.9309580483493528,0.9302226419763527,1.0
0.000533,tanh,14,"(155, 360, 440, 475)",0.906060606060606,0.9060606060606061,0.9092310725851099,0.9061905568733762,0.982521847690387
0.000461,tanh,58,"(175, 75, 420)",0.906060606060606,0.9060606060606059,0.9071645297791934,0.9060565379310751,1.0
0.000711,tanh,20,"(140,)",0.9151515151515152,0.915151515151515,0.9153781849073684,0.914808636837437,1.0
0.000907,tanh,50,"(440, 25, 20, 105, 85)",0.9030303030303031,0.903030303030303,0.9033810303254309,0.9026039717949538,1.0
0.000769,tanh,26,"(10,)",0.9121212121212121,0.9121212121212121,0.9134013594145269,0.9120381183197881,0.9975031210986267
3.7e-05,relu,40,"(175, 280)",0.9090909090909091,0.9090909090909092,0.908939726600277,0.9084846708580773,1.0
0.000915,relu,70,"(285,)",0.9151515151515152,0.915151515151515,0.9156304971204126,0.9150408899874408,1.0
0.000617,relu,28,"(480, 430)",0.9121212121212121,0.9121212121212121,0.9122807017543858,0.9120522062035824,1.0
0.000383,relu,26,"(85,)",0.906060606060606,0.9060606060606059,0.9073813640266718,0.9062381263164437,1.0
0.000153,relu,62,"(320, 500, 395, 270, 350)",0.8878787878787879,0.8878787878787878,0.8883171891555315,0.8877150248890868,1.0
0.000375,tanh,60,"(320,)",0.9121212121212121,0.9121212121212121,0.9132551931422336,0.9122038534144578,1.0
0.000979,relu,62,"(90, 130, 25, 355, 490)",0.8909090909090909,0.890909090909091,0.89043780622728,0.8904176876475098,1.0
0.000545,relu,40,"(335, 50, 320, 450)",0.8939393939393939,0.8939393939393939,0.8941885989669179,0.8938034838491459,1.0
0.000117,relu,20,"(235, 355)",0.896969696969697,0.896969696969697,0.8970057720057719,0.8969373877630759,0.9987515605493134
0.000205,relu,58,"(150, 40, 325, 60)",0.896969696969697,0.896969696969697,0.89643135963032,0.896540008697543,1.0
0.000731,relu,44,"(295, 425, 175, 190)",0.9181818181818182,0.9181818181818183,0.9181286549707602,0.9180045871559633,1.0
0.000377,tanh,62,"(315, 160, 305, 465)",0.9090909090909091,0.9090909090909091,0.9091182660218103,0.9086500204637669,1.0
0.000699,relu,14,"(310, 420, 415)",0.9090909090909091,0.9090909090909092,0.9098839488747746,0.9089475771614425,1.0
0.000865,relu,40,"(285, 40, 80, 200, 165)",0.9,0.9,0.9001452536670906,0.8998105868425502,1.0
0.000853,relu,30,"(215, 75, 235, 155)",0.9090909090909091,0.9090909090909092,0.9088919700988667,0.9085450485334697,1.0
0.000541,tanh,12,"(130, 450, 195, 490)",0.8636363636363636,0.8636363636363636,0.8637978017985285,0.8626557157916097,0.9675405742821473
0.000335,relu,50,"(435,)",0.9030303030303031,0.903030303030303,0.9026498547629968,0.9027285940348286,1.0
5.7e-05,relu,44,"(40, 440)",0.8848484848484849,0.8848484848484848,0.8847620582232247,0.8844799695499096,1.0
