alpha,activation,batch_size,hidden_layer_sizes,val_acc,val_recall,val_pre,val_f1,train_acc
0.001,relu,48,"(50,)",0.8545454545454545,0.8545454545454545,0.8549729073444489,0.8517209807827856,1.0
0.001,relu,48,"(50, 50)",0.8636363636363636,0.8636363636363636,0.8634932319142846,0.8624371802554043,1.0
0.001,relu,48,"(100,)",0.8666666666666667,0.8666666666666667,0.8664172085224716,0.8654133707315946,1.0
0.001,relu,48,"(100, 100)",0.8666666666666667,0.8666666666666667,0.86666352699058,0.8651021129592182,1.0
0.001,relu,64,"(25,)",0.8606060606060606,0.8606060606060607,0.8617647284237311,0.8583725597518702,1.0
0.001,relu,64,"(25, 25)",0.8696969696969697,0.8696969696969697,0.8696957169556193,0.8680698705024698,1.0
0.001,relu,64,"(50,)",0.8484848484848485,0.8484848484848486,0.8484749856710064,0.8455010031895638,1.0
0.001,relu,64,"(50, 50)",0.8696969696969697,0.8696969696969697,0.8701345755693581,0.868047150894482,1.0
0.001,relu,64,"(100,)",0.8727272727272727,0.8727272727272727,0.8724201379552053,0.8718099661293262,1.0
0.001,relu,64,"(100, 100)",0.8696969696969697,0.8696969696969696,0.8695754163734458,0.868306103925573,1.0
0.001,tanh,16,"(25,)",0.8575757575757575,0.8575757575757575,0.8575575722092115,0.8555396709062594,1.0
0.001,tanh,16,"(25, 25)",0.8575757575757575,0.8575757575757575,0.8580458107348914,0.8552266008631491,1.0
0.001,tanh,16,"(50,)",0.8515151515151516,0.8515151515151516,0.8511135439791585,0.8496782998635212,1.0
0.001,tanh,16,"(50, 50)",0.8454545454545455,0.8454545454545453,0.8457988390903036,0.842720051626809,1.0
0.001,tanh,16,"(100,)",0.8515151515151516,0.8515151515151516,0.8512302872073256,0.8496531540009801,1.0
0.001,tanh,16,"(100, 100)",0.8545454545454545,0.8545454545454545,0.854825331772053,0.8526661076878687,1.0
0.001,tanh,32,"(25,)",0.8606060606060606,0.8606060606060607,0.860834154150791,0.8584612812263889,1.0
0.001,tanh,32,"(25, 25)",0.8696969696969697,0.8696969696969697,0.871136770935158,0.8681163137473816,1.0
0.001,tanh,32,"(50,)",0.8545454545454545,0.8545454545454545,0.85502109303137,0.851842663347225,1.0
0.001,tanh,32,"(50, 50)",0.8454545454545455,0.8454545454545456,0.8453409118870107,0.8422155631314047,1.0
0.001,tanh,32,"(100,)",0.8454545454545455,0.8454545454545453,0.8453812490898919,0.8426838168217478,1.0
0.001,tanh,32,"(100, 100)",0.8545454545454545,0.8545454545454545,0.853754764052431,0.8522256329300606,1.0
0.001,tanh,48,"(25,)",0.8696969696969697,0.8696969696969696,0.8701573547690366,0.8675379241902847,1.0
0.001,tanh,48,"(25, 25)",0.8636363636363636,0.8636363636363636,0.8651739296900587,0.8611868071420449,1.0
0.001,tanh,48,"(50,)",0.8636363636363636,0.8636363636363636,0.8635663945879496,0.8613348444447797,1.0
0.001,tanh,48,"(50, 50)",0.8606060606060606,0.8606060606060607,0.8611927800092941,0.8580277419536707,1.0
0.001,tanh,48,"(100,)",0.8636363636363636,0.8636363636363636,0.8636490610042501,0.8616876614612693,1.0
0.001,tanh,48,"(100, 100)",0.8636363636363636,0.8636363636363636,0.863265306122449,0.8619781152389848,1.0
0.001,tanh,64,"(25,)",0.8696969696969697,0.8696969696969697,0.8702104475670049,0.8678887290370385,1.0
0.001,tanh,64,"(25, 25)",0.8666666666666667,0.8666666666666667,0.8678706791898282,0.8644170597862711,1.0
0.001,tanh,64,"(50,)",0.8636363636363636,0.8636363636363636,0.863877952003425,0.8613003989474577,1.0
0.001,tanh,64,"(50, 50)",0.8636363636363636,0.8636363636363636,0.8646400377047249,0.8609553487537595,1.0
0.001,tanh,64,"(100,)",0.8636363636363636,0.8636363636363636,0.8636708241623868,0.8612430120181971,1.0
0.001,tanh,64,"(100, 100)",0.8606060606060606,0.8606060606060607,0.8603977247369937,0.85876277180625,1.0
